Dataset,Class,Image Name,EC (Capacity),PSNR (dB),SSIM,Entropy Cover,Entropy Stego,Correlation,Cosine Sim,t-Test
RSSCN7,Field,654.jpg,2.0101,54.95,0.9989,5.8911,5.8920,0.999721,0.999989,1.9183
RSSCN7,Field,655.jpg,1.9999,53.94,0.9985,5.9934,5.9945,0.999642,0.999986,1.0749
RSSCN7,Field,656.jpg,2.0098,55.16,0.9986,5.5434,5.5446,0.999511,0.999990,1.5790
RSSCN7,Field,657.jpg,2.0039,56.13,0.9989,5.0830,5.0847,0.998937,0.999990,0.7999
RSSCN7,Field,658.jpg,1.9936,56.27,0.9988,5.1250,5.1264,0.998962,0.999990,0.9766
RSSCN7,Field,659.jpg,1.9992,56.93,0.9992,5.7105,5.7113,0.999730,0.999992,1.5916
RSSCN7,Field,660.jpg,2.0024,59.39,0.9994,5.3025,5.3033,0.999621,0.999997,2.1142
RSSCN7,Field,661.jpg,1.9852,57.45,0.9991,5.7887,5.7894,0.999724,0.999997,1.6956
RSSCN7,Field,662.jpg,1.9925,54.41,0.9984,5.3478,5.3496,0.998827,0.999986,0.7120
RSSCN7,Field,663.jpg,1.9933,52.65,0.9978,5.2628,5.2650,0.998128,0.999975,1.1702
RSSCN7,Field,664.jpg,2.0016,60.29,0.9996,5.3758,5.3761,0.999751,0.999997,1.1478
RSSCN7,Field,665.jpg,2.0278,66.26,0.9999,4.6486,4.6490,0.999801,0.999999,0.0000
RSSCN7,Field,666.jpg,1.9915,59.87,0.9994,4.8920,4.8930,0.999404,0.999997,2.1356
RSSCN7,Field,667.jpg,1.9994,54.07,0.9983,5.2664,5.2680,0.998637,0.999985,1.6028
RSSCN7,Field,668.jpg,2.0146,57.89,0.9992,5.6552,5.6562,0.999841,0.999993,2.3621
RSSCN7,Field,669.jpg,2.0096,55.99,0.9987,5.1663,5.1677,0.999167,0.999994,1.8825
RSSCN7,Field,670.jpg,2.0075,61.11,0.9996,4.4910,4.4921,0.999170,0.999998,1.1918
RSSCN7,Field,671.jpg,2.0021,61.58,0.9996,5.1368,5.1376,0.999763,0.999998,1.3695
RSSCN7,Field,672.jpg,1.9949,59.23,0.9994,5.6536,5.6543,0.999805,0.999997,1.7386
RSSCN7,Field,673.jpg,1.9995,52.20,0.9979,5.7526,5.7543,0.999324,0.999973,2.1150
RSSCN7,Field,674.jpg,1.9959,55.15,0.9985,5.4158,5.4172,0.999078,0.999993,3.5452
RSSCN7,Field,675.jpg,2.0066,65.72,0.9998,4.0500,4.0508,0.999471,0.999999,1.0066
RSSCN7,Field,676.jpg,2.0005,52.64,0.9979,5.8695,5.8708,0.999355,0.999977,1.7522
RSSCN7,Field,677.jpg,1.9988,53.32,0.9982,5.7441,5.7452,0.999221,0.999983,3.1647
RSSCN7,Field,678.jpg,2.0072,55.28,0.9986,5.1984,5.1999,0.998907,0.999991,2.6746
RSSCN7,Field,679.jpg,2.0060,56.94,0.9992,5.4227,5.4241,0.999889,0.999995,1.7670
RSSCN7,Field,680.jpg,2.0017,52.04,0.9978,5.2809,5.2826,0.997739,0.999972,2.5654
RSSCN7,Field,681.jpg,2.0045,59.70,0.9995,5.1850,5.1861,0.999836,0.999997,0.9468
RSSCN7,Field,682.jpg,2.0028,56.72,0.9990,5.8556,5.8566,0.999843,0.999995,0.1102
RSSCN7,Field,683.jpg,1.9945,51.77,0.9984,5.8091,5.8101,0.998842,0.999970,0.9890
RSSCN7,Field,684.jpg,2.0024,55.17,0.9990,5.3803,5.3813,0.999136,0.999983,3.2112
RSSCN7,Field,685.jpg,2.0145,59.90,0.9995,5.6832,5.6838,0.999890,0.999996,3.4898
RSSCN7,Field,686.jpg,1.9998,56.70,0.9991,5.3319,5.3333,0.999758,0.999991,2.9911
RSSCN7,Field,687.jpg,2.0043,54.86,0.9985,5.7942,5.7951,0.999575,0.999993,2.3094
RSSCN7,Field,688.jpg,2.0148,58.60,0.9993,5.6883,5.6894,0.999863,0.999995,2.9992
RSSCN7,Field,689.jpg,1.9970,59.44,0.9994,6.0602,6.0606,0.999895,0.999997,0.4522
RSSCN7,Field,690.jpg,1.9823,62.31,0.9997,4.8305,4.8313,0.999625,0.999997,0.3699
RSSCN7,Field,691.jpg,1.9975,62.71,0.9998,4.8792,4.8797,0.999689,0.999998,0.8893
RSSCN7,Field,692.jpg,1.9994,55.44,0.9987,5.2678,5.2696,0.999246,0.999990,4.1605
RSSCN7,Field,693.jpg,2.0094,53.80,0.9981,5.4590,5.4605,0.998831,0.999979,2.5439
RSSCN7,Field,694.jpg,2.0042,55.74,0.9988,6.0426,6.0432,0.999706,0.999991,1.9052
RSSCN7,Field,695.jpg,2.0109,55.14,0.9986,5.5166,5.5174,0.999203,0.999987,1.2611
RSSCN7,Field,696.jpg,1.9966,54.89,0.9985,5.3765,5.3777,0.999036,0.999986,2.1174
RSSCN7,Field,697.jpg,1.9884,57.83,0.9991,5.4494,5.4502,0.999644,0.999992,0.5129
RSSCN7,Field,698.jpg,1.9973,55.77,0.9987,5.1062,5.1077,0.998981,0.999986,2.0333
RSSCN7,Field,699.jpg,1.9928,51.69,0.9983,5.4688,5.4708,0.998140,0.999961,2.3373
RSSCN7,Field,700.jpg,1.9956,53.76,0.9979,5.5925,5.5938,0.999072,0.999984,4.4203
RSSCN7,Field,701.jpg,1.9887,57.66,0.9992,5.2565,5.2575,0.999546,0.999991,2.3287
RSSCN7,Field,702.jpg,1.9890,57.83,0.9995,5.9766,5.9769,0.999800,0.999992,2.5644
RSSCN7,Field,703.jpg,1.9880,59.86,0.9996,5.3240,5.3244,0.999815,0.999996,1.9149
RSSCN7,Field,704.jpg,1.9905,65.20,0.9999,4.8863,4.8866,0.999842,0.999999,0.1254
RSSCN7,Field,705.jpg,2.0072,58.66,0.9994,5.8575,5.8583,0.999860,0.999993,2.3112
RSSCN7,Field,706.jpg,2.0085,59.32,0.9996,5.6893,5.6895,0.999780,0.999994,0.2480
RSSCN7,Field,707.jpg,1.9903,57.35,0.9994,5.8014,5.8017,0.999817,0.999992,1.2819
RSSCN7,Field,708.jpg,1.9934,61.53,0.9997,5.3873,5.3877,0.999792,0.999996,0.8951
RSSCN7,Field,709.jpg,1.9832,60.15,0.9996,5.4554,5.4558,0.999773,0.999995,0.7324
RSSCN7,Field,710.jpg,1.9900,62.32,0.9998,5.3510,5.3513,0.999834,0.999996,1.9109
RSSCN7,Field,711.jpg,1.9975,55.25,0.9991,6.4971,6.4975,0.999827,0.999988,0.8597
RSSCN7,Field,712.jpg,1.9911,54.67,0.9991,6.5989,6.5992,0.999847,0.999994,1.4848
RSSCN7,Field,713.jpg,2.0041,54.87,0.9991,6.4595,6.4598,0.999814,0.999993,2.5546
RSSCN7,Field,714.jpg,2.0015,57.42,0.9996,6.3858,6.3860,0.999925,0.999995,0.7227
RSSCN7,Field,715.jpg,2.0181,59.17,0.9995,6.3051,6.3052,0.999911,0.999996,0.2436
RSSCN7,Field,716.jpg,2.0049,58.07,0.9995,6.3955,6.3956,0.999905,0.999997,3.7030
RSSCN7,Field,717.jpg,1.9950,56.67,0.9994,7.0652,7.0651,0.999951,0.999995,3.8051
RSSCN7,Field,718.jpg,1.9998,57.00,0.9994,6.7830,6.7831,0.999944,0.999995,1.1501
RSSCN7,Field,719.jpg,2.0127,55.71,0.9993,6.7423,6.7426,0.999892,0.999995,1.2204
RSSCN7,Field,720.jpg,2.0074,57.95,0.9994,5.5246,5.5255,0.999699,0.999996,2.6986
RSSCN7,Field,721.jpg,2.0075,59.14,0.9996,6.1512,6.1513,0.999917,0.999997,1.6710
RSSCN7,Field,722.jpg,2.0004,56.96,0.9994,6.6594,6.6597,0.999950,0.999994,1.8733
RSSCN7,Field,723.jpg,2.0156,61.04,0.9998,5.2633,5.2633,0.999859,0.999996,0.5268
RSSCN7,Field,724.jpg,2.0075,59.38,0.9995,5.5646,5.5650,0.999788,0.999993,2.1679
RSSCN7,Field,725.jpg,2.0041,59.76,0.9996,5.2153,5.2157,0.999714,0.999993,1.2363
RSSCN7,Field,726.jpg,2.0190,62.52,0.9998,5.3748,5.3749,0.999882,0.999997,1.7409
RSSCN7,Field,727.jpg,1.9904,59.65,0.9996,5.5874,5.5876,0.999848,0.999995,2.7805
RSSCN7,Field,728.jpg,1.9992,58.26,0.9995,5.9040,5.9043,0.999855,0.999993,2.0812
RSSCN7,Field,729.jpg,2.0057,57.52,0.9995,6.0691,6.0693,0.999858,0.999992,2.7522
RSSCN7,Field,730.jpg,2.0014,59.36,0.9995,5.0217,5.0228,0.999726,0.999991,0.3841
RSSCN7,Field,731.jpg,1.9931,62.51,0.9998,5.6720,5.6721,0.999892,0.999996,1.3495
RSSCN7,Field,732.jpg,1.9899,58.83,0.9994,5.9622,5.9627,0.999838,0.999990,0.0268
RSSCN7,Field,733.jpg,2.0349,62.69,0.9998,6.2869,6.2870,0.999980,0.999998,0.5638
RSSCN7,Field,734.jpg,1.9882,62.31,0.9997,5.5596,5.5598,0.999883,0.999996,3.3063
RSSCN7,Field,735.jpg,1.9826,59.30,0.9994,5.3175,5.3178,0.999628,0.999991,3.1671
RSSCN7,Field,736.jpg,2.0088,61.45,0.9997,5.2876,5.2882,0.999812,0.999996,1.7195
RSSCN7,Field,737.jpg,2.0140,60.96,0.9997,5.6562,5.6564,0.999880,0.999996,1.4201
RSSCN7,Field,738.jpg,2.0077,58.24,0.9995,6.0727,6.0732,0.999864,0.999993,0.5506
RSSCN7,Field,739.jpg,2.0088,54.67,0.9992,6.5906,6.5912,0.999873,0.999982,2.8751
RSSCN7,Field,740.jpg,2.0048,59.84,0.9996,5.5978,5.5982,0.999829,0.999991,2.0455
RSSCN7,Field,741.jpg,2.0044,60.01,0.9996,5.8605,5.8604,0.999896,0.999993,2.7606
RSSCN7,Field,742.jpg,2.0084,62.65,0.9998,5.7015,5.7014,0.999915,0.999996,1.6629
RSSCN7,Field,743.jpg,1.9990,56.88,0.9995,6.2437,6.2440,0.999848,0.999991,0.2033
RSSCN7,Field,744.jpg,2.0033,56.47,0.9994,6.1120,6.1126,0.999832,0.999989,2.3049
RSSCN7,Field,745.jpg,1.9933,55.31,0.9991,6.9953,6.9958,0.999944,0.999994,0.4017
RSSCN7,Field,746.jpg,1.9932,60.05,0.9997,5.8637,5.8639,0.999883,0.999994,2.4047
RSSCN7,Field,747.jpg,2.0202,58.77,0.9996,6.1585,6.1586,0.999919,0.999992,2.9514
RSSCN7,Field,748.jpg,2.0128,59.54,0.9996,5.5865,5.5869,0.999795,0.999994,0.2904
RSSCN7,Field,749.jpg,1.9973,56.56,0.9993,5.9129,5.9130,0.999770,0.999990,1.1346
RSSCN7,Field,750.jpg,1.9936,59.33,0.9996,5.8227,5.8231,0.999870,0.999996,0.3331
RSSCN7,Field,751.jpg,1.9930,62.62,0.9998,5.9381,5.9384,0.999958,0.999997,1.5844
RSSCN7,Field,752.jpg,1.9977,54.95,0.9988,6.1092,6.1099,0.999735,0.999992,1.5113
RSSCN7,Field,753.jpg,2.0004,55.03,0.9990,6.5642,6.5646,0.999847,0.999991,3.3466
RSSCN7,Field,754.jpg,2.0040,57.33,0.9994,6.3035,6.3038,0.999891,0.999994,1.9376
RSSCN7,Field,755.jpg,1.9949,60.22,0.9997,5.8233,5.8233,0.999918,0.999996,1.8058
RSSCN7,Field,756.jpg,2.0014,55.95,0.9993,6.4134,6.4137,0.999832,0.999993,0.7492
RSSCN7,Field,757.jpg,1.9968,55.16,0.9990,6.3873,6.3876,0.999783,0.999991,0.8376
RSSCN7,Field,758.jpg,1.9981,55.49,0.9991,6.0007,6.0012,0.999809,0.999992,1.9271
RSSCN7,Field,759.jpg,2.0001,54.65,0.9991,6.7602,6.7601,0.999891,0.999990,1.7374
RSSCN7,Field,760.jpg,1.9925,59.56,0.9997,5.8594,5.8595,0.999849,0.999997,1.5289
RSSCN7,Field,761.jpg,1.9891,59.58,0.9997,6.1140,6.1142,0.999939,0.999996,0.1532
RSSCN7,Field,762.jpg,2.0108,60.06,0.9997,5.6454,5.6455,0.999895,0.999996,2.0525
RSSCN7,Field,763.jpg,1.9705,61.40,0.9997,5.5537,5.5538,0.999933,0.999998,1.1160
RSSCN7,Field,764.jpg,2.0006,59.47,0.9996,6.2187,6.2188,0.999905,0.999996,0.2379
RSSCN7,Field,765.jpg,1.9904,60.06,0.9996,5.6621,5.6625,0.999885,0.999997,1.6423
RSSCN7,Field,766.jpg,1.9949,57.85,0.9995,5.7561,5.7563,0.999808,0.999994,0.5140
RSSCN7,Field,767.jpg,2.0065,60.97,0.9997,5.7437,5.7441,0.999881,0.999997,0.0086
RSSCN7,Field,768.jpg,2.0001,57.77,0.9995,5.7705,5.7709,0.999750,0.999994,1.9009
RSSCN7,Field,769.jpg,2.0063,57.46,0.9994,6.3297,6.3301,0.999871,0.999996,2.6656
RSSCN7,Field,770.jpg,2.0094,58.75,0.9996,5.5809,5.5812,0.999806,0.999995,2.8918
RSSCN7,Field,771.jpg,1.9981,58.05,0.9995,5.7275,5.7277,0.999892,0.999996,0.8073
RSSCN7,Field,772.jpg,1.9889,60.62,0.9998,4.8772,4.8776,0.999869,0.999998,0.2632
RSSCN7,Field,773.jpg,1.9794,59.00,0.9995,6.3227,6.3230,0.999927,0.999996,1.4204
RSSCN7,Field,774.jpg,1.9989,58.35,0.9995,5.7154,5.7158,0.999772,0.999994,0.9692
RSSCN7,Field,775.jpg,1.9957,55.88,0.9991,6.5446,6.5447,0.999843,0.999993,3.0662
RSSCN7,Field,776.jpg,2.0074,55.71,0.9991,6.3762,6.3769,0.999870,0.999993,1.3787
RSSCN7,Field,777.jpg,2.0105,56.55,0.9992,5.8662,5.8669,0.999758,0.999994,0.8290
RSSCN7,Field,778.jpg,2.0052,56.21,0.9991,6.2863,6.2866,0.999827,0.999991,0.7873
RSSCN7,Field,779.jpg,2.0011,57.03,0.9992,5.8573,5.8579,0.999733,0.999996,0.0218
RSSCN7,Field,780.jpg,2.0014,55.85,0.9991,6.6106,6.6108,0.999866,0.999995,1.1444
RSSCN7,Field,781.jpg,2.0067,55.67,0.9992,6.2303,6.2307,0.999804,0.999995,1.0143
RSSCN7,Field,782.jpg,1.9969,57.73,0.9994,5.9198,5.9203,0.999877,0.999994,0.6604
RSSCN7,Field,783.jpg,2.0005,56.23,0.9992,6.2774,6.2781,0.999842,0.999993,1.4540
RSSCN7,Field,784.jpg,2.0129,56.00,0.9992,6.5692,6.5695,0.999862,0.999995,1.7698
RSSCN7,Field,785.jpg,2.0022,55.55,0.9992,6.4225,6.4230,0.999852,0.999996,1.0191
RSSCN7,Field,786.jpg,1.9875,56.24,0.9992,6.4491,6.4496,0.999856,0.999995,1.3471
RSSCN7,Field,787.jpg,2.0025,58.11,0.9995,6.3750,6.3752,0.999895,0.999995,2.0079
RSSCN7,Field,788.jpg,1.9962,55.72,0.9991,6.8694,6.8695,0.999914,0.999991,1.4789
RSSCN7,Field,789.jpg,1.9973,55.45,0.9992,6.6186,6.6192,0.999882,0.999994,2.6256
RSSCN7,Field,790.jpg,1.9983,57.54,0.9995,6.6907,6.6909,0.999952,0.999996,0.7210
RSSCN7,Field,791.jpg,2.0096,57.12,0.9994,6.5874,6.5877,0.999939,0.999996,0.9349
RSSCN7,Field,792.jpg,2.0032,56.82,0.9992,6.8524,6.8529,0.999944,0.999997,0.2497
RSSCN7,Field,793.jpg,1.9974,57.60,0.9994,6.1298,6.1302,0.999864,0.999994,2.5463
RSSCN7,Field,794.jpg,2.0022,57.26,0.9994,6.2493,6.2496,0.999908,0.999995,3.7660
RSSCN7,Field,795.jpg,1.9994,59.89,0.9997,5.8357,5.8359,0.999901,0.999996,1.2630
RSSCN7,Field,796.jpg,2.0157,57.89,0.9995,5.6625,5.6628,0.999823,0.999993,1.5798
RSSCN7,Field,797.jpg,1.9894,60.68,0.9997,5.3087,5.3090,0.999822,0.999996,1.2099
RSSCN7,Field,798.jpg,1.9967,60.00,0.9996,6.0617,6.0618,0.999917,0.999996,0.2911
RSSCN7,Field,799.jpg,2.0107,61.04,0.9997,5.6803,5.6805,0.999859,0.999997,2.6520
RSSCN7,Field,800.jpg,2.0021,60.28,0.9997,5.6691,5.6693,0.999884,0.999996,2.2454
RSSCN7,Forest,1601.jpg,1.9940,51.97,0.9989,6.7301,6.7305,0.999714,0.999964,0.8386
RSSCN7,Forest,1602.jpg,1.9949,51.85,0.9986,6.7209,6.7213,0.999682,0.999977,0.6175
RSSCN7,Forest,1603.jpg,2.0013,52.21,0.9985,6.6311,6.6315,0.999685,0.999972,3.2063
RSSCN7,Forest,1604.jpg,1.9988,51.90,0.9988,6.7716,6.7719,0.999724,0.999975,2.0202
RSSCN7,Forest,1605.jpg,1.9948,51.76,0.9988,6.7296,6.7301,0.999687,0.999969,1.1336
RSSCN7,Forest,1606.jpg,2.0074,52.02,0.9986,6.6224,6.6229,0.999668,0.999953,2.5101
RSSCN7,Forest,1607.jpg,2.0009,52.08,0.9985,6.5992,6.5997,0.999656,0.999959,1.9856
RSSCN7,Forest,1608.jpg,2.0037,52.05,0.9985,6.7644,6.7647,0.999727,0.999960,2.7847
RSSCN7,Forest,1609.jpg,1.9946,51.82,0.9986,6.4247,6.4253,0.999536,0.999958,2.7823
RSSCN7,Forest,1610.jpg,2.0065,51.80,0.9987,6.3847,6.3853,0.999489,0.999946,1.8141
RSSCN7,Forest,1611.jpg,1.9972,52.01,0.9982,6.1657,6.1663,0.999357,0.999953,2.7892
RSSCN7,Forest,1612.jpg,2.0008,51.90,0.9984,6.2852,6.2856,0.999443,0.999949,0.7444
RSSCN7,Forest,1613.jpg,2.0038,51.74,0.9989,6.6448,6.6452,0.999654,0.999943,0.8698
RSSCN7,Forest,1614.jpg,2.0007,51.73,0.9990,6.8676,6.8680,0.999747,0.999959,0.4138
RSSCN7,Forest,1615.jpg,2.0021,51.76,0.9990,6.7264,6.7268,0.999697,0.999948,0.7027
RSSCN7,Forest,1616.jpg,2.0078,51.75,0.9989,6.7552,6.7555,0.999691,0.999965,1.0547
RSSCN7,Forest,1617.jpg,2.0004,51.89,0.9988,6.7818,6.7821,0.999719,0.999969,2.5627
RSSCN7,Forest,1618.jpg,1.9987,51.70,0.9991,6.7300,6.7303,0.999674,0.999963,2.2223
RSSCN7,Forest,1619.jpg,2.0019,51.74,0.9991,7.0073,7.0074,0.999778,0.999975,2.4997
RSSCN7,Forest,1620.jpg,2.0057,51.71,0.9993,6.8019,6.8022,0.999710,0.999960,0.3892
RSSCN7,Forest,1621.jpg,2.0022,51.75,0.9990,6.8001,6.8004,0.999728,0.999957,2.2429
RSSCN7,Forest,1622.jpg,1.9995,51.77,0.9989,6.8583,6.8585,0.999739,0.999966,2.3248
RSSCN7,Forest,1623.jpg,2.0009,51.84,0.9988,6.7178,6.7182,0.999716,0.999962,1.0033
RSSCN7,Forest,1624.jpg,1.9999,51.78,0.9990,7.0442,7.0445,0.999813,0.999964,2.3873
RSSCN7,Forest,1625.jpg,1.9980,51.75,0.9990,6.8660,6.8663,0.999748,0.999962,0.9629
RSSCN7,Forest,1626.jpg,1.9989,51.84,0.9987,6.7799,6.7802,0.999745,0.999964,0.5869
RSSCN7,Forest,1627.jpg,2.0038,51.84,0.9988,6.7738,6.7741,0.999724,0.999958,2.3626
RSSCN7,Forest,1628.jpg,2.0027,51.77,0.9989,6.8688,6.8691,0.999744,0.999965,3.1021
RSSCN7,Forest,1629.jpg,2.0015,51.88,0.9987,6.9114,6.9117,0.999788,0.999967,1.2447
RSSCN7,Forest,1630.jpg,2.0022,51.80,0.9988,6.4706,6.4712,0.999559,0.999956,1.9156
RSSCN7,Forest,1631.jpg,2.0068,52.36,0.9983,6.4908,6.4912,0.999646,0.999983,1.9264
RSSCN7,Forest,1632.jpg,2.0001,52.32,0.9984,6.5169,6.5174,0.999647,0.999972,1.8342
RSSCN7,Forest,1633.jpg,1.9980,52.05,0.9986,6.6702,6.6708,0.999715,0.999966,1.7696
RSSCN7,Forest,1634.jpg,1.9941,53.34,0.9984,6.0621,6.0628,0.999444,0.999989,1.2316
RSSCN7,Forest,1635.jpg,2.0022,51.93,0.9987,6.8387,6.8391,0.999741,0.999970,0.1240
RSSCN7,Forest,1636.jpg,2.0021,52.06,0.9987,6.7757,6.7762,0.999742,0.999974,2.7120
RSSCN7,Forest,1637.jpg,1.9988,51.85,0.9987,6.7435,6.7439,0.999704,0.999965,0.6444
RSSCN7,Forest,1638.jpg,2.0018,51.82,0.9987,6.4580,6.4585,0.999578,0.999962,1.5714
RSSCN7,Forest,1639.jpg,1.9972,52.01,0.9986,6.7556,6.7563,0.999742,0.999968,1.5118
RSSCN7,Forest,1640.jpg,1.9959,52.16,0.9984,7.0163,7.0165,0.999810,0.999978,2.0340
RSSCN7,Forest,1641.jpg,1.9965,52.13,0.9983,6.0614,6.0622,0.999296,0.999947,1.0431
RSSCN7,Forest,1642.jpg,2.0020,52.43,0.9985,6.6250,6.6258,0.999718,0.999969,2.7481
RSSCN7,Forest,1643.jpg,1.9990,51.96,0.9988,6.6162,6.6167,0.999664,0.999958,1.3114
RSSCN7,Forest,1644.jpg,2.0033,52.10,0.9987,6.6933,6.6935,0.999693,0.999979,2.7815
RSSCN7,Forest,1645.jpg,2.0069,51.84,0.9989,6.7017,6.7019,0.999679,0.999971,1.8267
RSSCN7,Forest,1646.jpg,1.9963,51.76,0.9989,6.8262,6.8267,0.999726,0.999966,0.1008
RSSCN7,Forest,1647.jpg,2.0021,52.22,0.9984,6.5529,6.5533,0.999695,0.999976,1.4957
RSSCN7,Forest,1648.jpg,1.9998,51.95,0.9985,6.5227,6.5231,0.999593,0.999982,3.2901
RSSCN7,Forest,1649.jpg,2.0027,51.92,0.9988,6.8728,6.8732,0.999757,0.999967,1.0153
RSSCN7,Forest,1650.jpg,1.9895,51.97,0.9987,6.7314,6.7316,0.999710,0.999966,1.3190
RSSCN7,Forest,1651.jpg,2.0046,51.83,0.9988,6.7617,6.7621,0.999716,0.999958,2.0551
RSSCN7,Forest,1652.jpg,2.0010,51.81,0.9987,6.6201,6.6205,0.999635,0.999960,1.2268
RSSCN7,Forest,1653.jpg,1.9967,51.82,0.9989,6.6684,6.6689,0.999682,0.999953,1.8524
RSSCN7,Forest,1654.jpg,1.9995,52.25,0.9986,6.6315,6.6319,0.999685,0.999968,3.2295
RSSCN7,Forest,1655.jpg,2.0038,52.19,0.9983,6.3023,6.3029,0.999489,0.999961,1.4889
RSSCN7,Forest,1656.jpg,2.0022,52.24,0.9987,6.7852,6.7857,0.999770,0.999970,2.4321
RSSCN7,Forest,1657.jpg,2.0007,52.08,0.9989,6.7774,6.7777,0.999719,0.999973,0.9326
RSSCN7,Forest,1658.jpg,2.0027,52.48,0.9983,6.4152,6.4155,0.999596,0.999965,2.9917
RSSCN7,Forest,1659.jpg,1.9987,52.70,0.9984,6.5546,6.5551,0.999707,0.999974,3.2417
RSSCN7,Forest,1660.jpg,1.9926,52.16,0.9985,6.4771,6.4775,0.999624,0.999969,2.8326
RSSCN7,Forest,1661.jpg,2.0040,51.81,0.9989,6.6619,6.6624,0.999677,0.999959,3.2147
RSSCN7,Forest,1662.jpg,2.0011,51.91,0.9991,6.9331,6.9335,0.999795,0.999973,2.4315
RSSCN7,Forest,1663.jpg,1.9980,51.96,0.9986,6.5983,6.5988,0.999656,0.999983,2.8769
RSSCN7,Forest,1664.jpg,1.9973,51.85,0.9989,6.8853,6.8856,0.999750,0.999984,1.5671
RSSCN7,Forest,1665.jpg,2.0026,52.45,0.9982,6.1421,6.1429,0.999430,0.999983,0.4782
RSSCN7,Forest,1666.jpg,1.9913,52.08,0.9985,6.2048,6.2054,0.999414,0.999984,2.5740
RSSCN7,Forest,1667.jpg,2.0026,51.90,0.9991,7.1417,7.1419,0.999848,0.999976,0.4581
RSSCN7,Forest,1668.jpg,2.0034,52.17,0.9986,6.6991,6.6997,0.999694,0.999989,0.5812
RSSCN7,Forest,1669.jpg,2.0038,52.58,0.9984,6.5465,6.5469,0.999668,0.999989,2.0760
RSSCN7,Forest,1670.jpg,1.9937,52.63,0.9984,6.7163,6.7166,0.999733,0.999989,1.5285
RSSCN7,Forest,1671.jpg,2.0072,53.45,0.9985,6.0563,6.0569,0.999515,0.999987,1.4126
RSSCN7,Forest,1672.jpg,1.9938,52.28,0.9985,6.3981,6.3986,0.999588,0.999986,1.3922
RSSCN7,Forest,1673.jpg,1.9944,52.84,0.9985,6.5030,6.5034,0.999681,0.999985,0.7153
RSSCN7,Forest,1674.jpg,1.9960,52.22,0.9985,6.3762,6.3766,0.999557,0.999981,0.4315
RSSCN7,Forest,1675.jpg,2.0022,52.89,0.9983,6.0505,6.0511,0.999381,0.999988,2.0343
RSSCN7,Forest,1676.jpg,2.0057,51.81,0.9989,6.7071,6.7076,0.999701,0.999984,0.7372
RSSCN7,Forest,1677.jpg,2.0063,51.78,0.9989,6.7226,6.7231,0.999704,0.999983,2.1578
RSSCN7,Forest,1678.jpg,1.9985,52.79,0.9984,6.2644,6.2650,0.999520,0.999990,0.2237
RSSCN7,Forest,1679.jpg,2.0042,52.18,0.9985,6.5634,6.5638,0.999647,0.999985,2.4413
RSSCN7,Forest,1680.jpg,2.0016,52.45,0.9984,6.2953,6.2958,0.999518,0.999986,1.8121
RSSCN7,Forest,1681.jpg,1.9971,52.27,0.9984,6.3491,6.3495,0.999536,0.999985,0.6665
RSSCN7,Forest,1682.jpg,1.9988,51.80,0.9989,6.9262,6.9264,0.999790,0.999982,2.0342
RSSCN7,Forest,1683.jpg,2.0057,51.93,0.9988,6.7518,6.7523,0.999757,0.999981,1.4666
RSSCN7,Forest,1684.jpg,2.0003,52.56,0.9983,6.1140,6.1146,0.999414,0.999987,2.8225
RSSCN7,Forest,1685.jpg,2.0076,52.47,0.9985,6.3484,6.3492,0.999638,0.999983,2.7328
RSSCN7,Forest,1686.jpg,2.0118,52.17,0.9984,6.3436,6.3442,0.999543,0.999977,2.0583
RSSCN7,Forest,1687.jpg,2.0060,51.83,0.9988,6.6419,6.6422,0.999668,0.999970,2.6652
RSSCN7,Forest,1688.jpg,2.0053,52.02,0.9985,6.4350,6.4354,0.999568,0.999976,0.2414
RSSCN7,Forest,1689.jpg,2.0106,52.43,0.9985,6.3577,6.3582,0.999576,0.999979,3.0590
RSSCN7,Forest,1690.jpg,2.0013,52.65,0.9983,5.9768,5.9777,0.999291,0.999975,4.0799
RSSCN7,Forest,1691.jpg,2.0004,52.17,0.9985,6.3685,6.3690,0.999558,0.999974,1.8895
RSSCN7,Forest,1692.jpg,1.9966,53.74,0.9984,6.2752,6.2758,0.999646,0.999985,2.3909
RSSCN7,Forest,1693.jpg,2.0066,52.35,0.9984,6.1162,6.1170,0.999392,0.999974,1.4285
RSSCN7,Forest,1694.jpg,2.0004,52.21,0.9984,6.2957,6.2963,0.999505,0.999973,1.5090
RSSCN7,Forest,1695.jpg,2.0035,52.53,0.9983,6.3504,6.3510,0.999568,0.999980,2.1888
RSSCN7,Forest,1696.jpg,2.0042,52.91,0.9986,6.3111,6.3119,0.999628,0.999981,2.6220
RSSCN7,Forest,1697.jpg,2.0049,51.77,0.9992,7.0515,7.0519,0.999824,0.999978,1.3415
RSSCN7,Forest,1698.jpg,2.0119,51.97,0.9986,6.7488,6.7491,0.999720,0.999983,2.5903
RSSCN7,Forest,1699.jpg,1.9996,51.74,0.9992,6.9561,6.9565,0.999788,0.999980,0.5416
RSSCN7,Forest,1700.jpg,2.0018,51.74,0.9991,7.1385,7.1385,0.999822,0.999987,2.7744
RSSCN7,Forest,1701.jpg,2.0026,51.88,0.9984,6.1312,6.1317,0.999292,0.999959,0.9743
RSSCN7,Forest,1702.jpg,1.9931,51.79,0.9984,6.0894,6.0900,0.999235,0.999955,0.0744
