Dataset,Class,Image Name,EC (Capacity),PSNR (dB),SSIM,Entropy Cover,Entropy Stego,Correlation,Cosine Sim,t-Test
RSSCN7,Grass,73.jpg,2.0014,52.32,0.9981,5.8900,5.8909,0.999183,0.999981,4.7882
RSSCN7,Grass,74.jpg,2.0005,54.68,0.9985,5.5501,5.5515,0.999570,0.999991,3.5909
RSSCN7,Grass,75.jpg,2.0295,64.92,0.9998,4.9233,4.9236,0.999934,0.999997,0.5801
RSSCN7,Grass,76.jpg,1.9982,53.05,0.9982,5.8532,5.8540,0.999210,0.999990,1.0879
RSSCN7,Grass,77.jpg,2.0056,52.36,0.9983,6.2624,6.2632,0.999694,0.999979,2.8888
RSSCN7,Grass,78.jpg,2.0021,51.85,0.9986,6.1855,6.1862,0.999501,0.999978,1.0873
RSSCN7,Grass,79.jpg,2.0129,53.52,0.9984,6.0205,6.0213,0.999593,0.999986,2.8195
RSSCN7,Grass,8.jpg,2.0075,57.22,0.9991,5.5267,5.5273,0.999545,0.999995,1.5176
RSSCN7,Grass,80.jpg,2.0019,55.88,0.9993,6.7643,6.7648,0.999945,0.999994,1.8018
RSSCN7,Grass,81.jpg,2.0065,52.81,0.9982,6.1652,6.1659,0.999591,0.999987,1.9108
RSSCN7,Grass,82.jpg,1.9969,52.45,0.9980,5.7911,5.7923,0.999044,0.999984,2.2763
RSSCN7,Grass,83.jpg,2.0041,53.61,0.9988,6.6861,6.6869,0.999866,0.999990,1.6107
RSSCN7,Grass,84.jpg,2.0010,52.06,0.9984,6.3306,6.3312,0.999697,0.999983,2.7239
RSSCN7,Grass,85.jpg,1.9984,52.76,0.9982,6.5147,6.5156,0.999775,0.999983,2.3129
RSSCN7,Grass,86.jpg,2.0002,52.53,0.9983,6.2158,6.2163,0.999461,0.999981,3.5288
RSSCN7,Grass,87.jpg,1.9982,52.42,0.9981,5.9604,5.9614,0.999204,0.999975,0.9988
RSSCN7,Grass,88.jpg,2.0049,52.87,0.9984,6.4018,6.4026,0.999746,0.999980,2.6498
RSSCN7,Grass,89.jpg,2.0030,52.56,0.9984,6.3459,6.3465,0.999678,0.999977,2.4525
RSSCN7,Grass,9.jpg,2.0098,55.78,0.9990,6.1732,6.1737,0.999757,0.999995,1.0035
RSSCN7,Grass,90.jpg,1.9906,56.69,0.9991,5.2728,5.2742,0.999481,0.999990,1.7215
RSSCN7,Grass,91.jpg,2.0026,56.19,0.9988,5.3130,5.3142,0.999171,0.999988,2.8847
RSSCN7,Grass,92.jpg,1.9987,53.94,0.9984,5.8384,5.8393,0.999353,0.999983,2.4425
RSSCN7,Grass,93.jpg,1.9904,56.05,0.9988,5.3795,5.3806,0.999214,0.999985,1.6775
RSSCN7,Grass,94.jpg,2.0111,55.34,0.9987,5.2913,5.2927,0.999007,0.999986,0.5914
RSSCN7,Grass,95.jpg,2.0054,52.55,0.9980,5.7695,5.7708,0.999008,0.999970,2.6235
RSSCN7,Grass,96.jpg,1.9891,56.44,0.9990,5.3410,5.3422,0.999568,0.999987,0.9460
RSSCN7,Grass,97.jpg,2.0110,58.22,0.9994,4.8492,4.8501,0.999329,0.999991,0.8112
RSSCN7,Grass,98.jpg,2.0026,53.57,0.9981,5.6921,5.6931,0.999093,0.999986,3.3852
RSSCN7,Grass,99.jpg,2.0069,54.09,0.9987,6.7601,6.7606,0.999852,0.999991,1.9431
RSSCN7,Industry,1000.jpg,2.0025,53.73,0.9991,7.3384,7.3385,0.999938,0.999987,3.9005
RSSCN7,Industry,1001.jpg,2.0028,53.36,0.9991,7.6327,7.6331,0.999952,0.999991,0.8733
RSSCN7,Industry,1002.jpg,1.9978,53.47,0.9990,7.3996,7.4000,0.999935,0.999989,2.3084
RSSCN7,Industry,1003.jpg,1.9954,53.53,0.9990,7.2700,7.2702,0.999922,0.999987,1.8370
RSSCN7,Industry,1004.jpg,1.9980,53.17,0.9990,7.5417,7.5423,0.999948,0.999990,2.0557
RSSCN7,Industry,1005.jpg,2.0011,53.51,0.9990,7.4342,7.4341,0.999928,0.999988,2.1630
RSSCN7,Industry,1006.jpg,1.9992,53.16,0.9989,7.4244,7.4246,0.999922,0.999986,0.1987
RSSCN7,Industry,1007.jpg,1.9999,52.81,0.9990,7.5517,7.5519,0.999926,0.999989,1.2114
RSSCN7,Industry,1008.jpg,2.0021,52.93,0.9990,7.5242,7.5245,0.999930,0.999988,1.7876
RSSCN7,Industry,1009.jpg,2.0006,53.09,0.9989,7.2888,7.2891,0.999897,0.999988,1.9109
RSSCN7,Industry,1010.jpg,2.0060,53.06,0.9991,7.3601,7.3602,0.999919,0.999988,4.1610
RSSCN7,Industry,1011.jpg,2.0018,53.14,0.9991,7.3147,7.3149,0.999923,0.999987,2.5826
RSSCN7,Industry,1012.jpg,1.9984,53.11,0.9991,7.4340,7.4342,0.999934,0.999988,2.0813
RSSCN7,Industry,1013.jpg,2.0062,53.22,0.9991,7.3303,7.3306,0.999927,0.999986,0.5755
RSSCN7,Industry,1014.jpg,1.9992,53.02,0.9990,7.4576,7.4579,0.999934,0.999987,2.7076
RSSCN7,Industry,1015.jpg,1.9938,53.21,0.9991,7.4018,7.4020,0.999935,0.999987,1.6162
RSSCN7,Industry,1016.jpg,1.9957,53.10,0.9991,7.2837,7.2840,0.999917,0.999987,1.6235
RSSCN7,Industry,1017.jpg,1.9970,53.01,0.9990,7.5240,7.5246,0.999938,0.999989,2.0917
RSSCN7,Industry,1018.jpg,1.9913,53.35,0.9991,7.5229,7.5231,0.999944,0.999988,3.0074
RSSCN7,Industry,1019.jpg,2.0059,53.50,0.9990,7.3420,7.3421,0.999930,0.999990,3.1122
RSSCN7,Industry,1020.jpg,1.9983,52.66,0.9989,7.3561,7.3565,0.999908,0.999985,3.4462
RSSCN7,Industry,1021.jpg,1.9965,53.40,0.9989,7.3873,7.3878,0.999929,0.999989,1.6692
RSSCN7,Industry,1022.jpg,2.0009,53.26,0.9987,6.9454,6.9457,0.999882,0.999975,1.6392
RSSCN7,Industry,1023.jpg,2.0047,52.83,0.9990,7.4417,7.4419,0.999918,0.999986,1.1409
RSSCN7,Industry,1024.jpg,2.0016,54.87,0.9993,6.8780,6.8782,0.999936,0.999987,1.0688
RSSCN7,Industry,1025.jpg,2.0005,54.09,0.9991,6.9513,6.9514,0.999890,0.999984,1.7381
RSSCN7,Industry,1026.jpg,1.9962,53.87,0.9991,7.2582,7.2584,0.999915,0.999991,1.7397
RSSCN7,Industry,1027.jpg,2.0028,54.25,0.9991,7.3553,7.3554,0.999964,0.999994,1.6640
RSSCN7,Industry,1028.jpg,2.0066,53.78,0.9991,7.3737,7.3737,0.999961,0.999993,4.8421
RSSCN7,Industry,1029.jpg,2.0084,53.28,0.9991,7.4712,7.4715,0.999940,0.999991,1.3211
RSSCN7,Industry,1030.jpg,1.9988,53.89,0.9991,7.4785,7.4791,0.999961,0.999993,5.1064
RSSCN7,Industry,1031.jpg,2.0045,53.44,0.9988,7.3422,7.3428,0.999944,0.999990,2.2900
RSSCN7,Industry,1032.jpg,2.0001,54.80,0.9992,6.7965,6.7970,0.999898,0.999994,0.2188
RSSCN7,Industry,1033.jpg,2.0066,53.64,0.9990,7.4482,7.4489,0.999949,0.999992,2.0113
RSSCN7,Industry,1034.jpg,1.9980,53.31,0.9990,7.0892,7.0899,0.999911,0.999989,2.0150
RSSCN7,Industry,1035.jpg,1.9973,53.58,0.9991,6.8965,6.8969,0.999847,0.999987,1.5065
RSSCN7,Industry,1036.jpg,1.9976,53.51,0.9991,7.0405,7.0413,0.999936,0.999992,1.6837
RSSCN7,Industry,1037.jpg,2.0003,55.18,0.9991,6.9424,6.9427,0.999927,0.999993,0.4662
RSSCN7,Industry,1038.jpg,2.0030,54.93,0.9990,6.7517,6.7524,0.999928,0.999993,2.0672
RSSCN7,Industry,1039.jpg,1.9975,53.61,0.9988,7.0540,7.0545,0.999900,0.999988,1.1494
RSSCN7,Industry,1040.jpg,2.0058,53.51,0.9990,7.0719,7.0723,0.999886,0.999991,0.3991
RSSCN7,Industry,1041.jpg,1.9950,52.33,0.9990,7.4098,7.4099,0.999914,0.999989,0.8706
RSSCN7,Industry,1042.jpg,2.0036,54.03,0.9990,7.2629,7.2635,0.999964,0.999994,0.4620
RSSCN7,Industry,1043.jpg,1.9939,54.30,0.9990,6.8561,6.8570,0.999949,0.999994,0.7308
RSSCN7,Industry,1044.jpg,2.0000,53.77,0.9990,7.1572,7.1576,0.999927,0.999991,3.5465
RSSCN7,Industry,1045.jpg,1.9972,53.58,0.9989,6.9223,6.9227,0.999903,0.999991,1.6675
RSSCN7,Industry,1046.jpg,1.9964,54.83,0.9991,6.8374,6.8377,0.999895,0.999992,1.7489
RSSCN7,Industry,1047.jpg,2.0090,54.32,0.9991,7.2207,7.2208,0.999940,0.999994,1.2182
RSSCN7,Industry,1048.jpg,1.9903,54.79,0.9990,6.6501,6.6503,0.999847,0.999992,0.0168
RSSCN7,Industry,1049.jpg,1.9955,52.56,0.9991,7.6034,7.6039,0.999936,0.999991,2.4252
RSSCN7,Industry,1050.jpg,2.0050,53.66,0.9991,7.2770,7.2781,0.999952,0.999995,1.6945
RSSCN7,Industry,1051.jpg,1.9987,52.75,0.9989,7.2941,7.2946,0.999893,0.999985,0.4423
RSSCN7,Industry,1052.jpg,1.9920,52.55,0.9990,7.4064,7.4065,0.999910,0.999986,0.6009
RSSCN7,Industry,1053.jpg,1.9962,52.74,0.9990,7.5620,7.5623,0.999939,0.999988,2.5424
RSSCN7,Industry,1054.jpg,2.0032,53.57,0.9989,7.0364,7.0368,0.999881,0.999992,1.8367
RSSCN7,Industry,1055.jpg,2.0027,53.35,0.9988,6.9694,6.9697,0.999862,0.999990,3.5034
RSSCN7,Industry,1056.jpg,2.0000,53.74,0.9990,7.1257,7.1265,0.999914,0.999993,1.8177
RSSCN7,Industry,1057.jpg,2.0061,54.22,0.9989,6.9433,6.9436,0.999884,0.999990,0.1181
RSSCN7,Industry,1058.jpg,2.0051,53.14,0.9989,7.3096,7.3100,0.999905,0.999993,2.1098
RSSCN7,Industry,1059.jpg,2.0019,52.82,0.9990,7.4763,7.4765,0.999917,0.999993,2.7258
RSSCN7,Industry,1060.jpg,1.9950,52.99,0.9990,7.4320,7.4325,0.999915,0.999994,0.8817
RSSCN7,Industry,1061.jpg,2.0042,53.05,0.9990,7.4391,7.4392,0.999916,0.999992,2.3339
RSSCN7,Industry,1062.jpg,1.9928,52.90,0.9992,7.5181,7.5184,0.999935,0.999992,2.9183
RSSCN7,Industry,1063.jpg,2.0018,52.95,0.9992,7.3319,7.3324,0.999918,0.999993,1.0074
RSSCN7,Industry,1064.jpg,2.0023,52.80,0.9991,7.4228,7.4231,0.999917,0.999993,1.0059
RSSCN7,Industry,1065.jpg,2.0009,52.49,0.9991,7.5534,7.5538,0.999920,0.999992,3.4122
RSSCN7,Industry,1066.jpg,1.9984,52.18,0.9991,7.5776,7.5779,0.999917,0.999991,3.5155
RSSCN7,Industry,1067.jpg,2.0093,52.79,0.9992,7.4598,7.4602,0.999931,0.999990,1.5489
RSSCN7,Industry,1068.jpg,1.9925,52.37,0.9989,7.5426,7.5430,0.999921,0.999992,2.2580
RSSCN7,Industry,1069.jpg,2.0018,52.21,0.9990,7.4703,7.4706,0.999902,0.999991,2.0242
RSSCN7,Industry,1070.jpg,2.0114,52.18,0.9991,7.5836,7.5839,0.999919,0.999992,0.2461
RSSCN7,Industry,1071.jpg,1.9879,52.14,0.9990,7.6034,7.6040,0.999928,0.999990,1.6990
RSSCN7,Industry,1072.jpg,2.0044,52.21,0.9991,7.6039,7.6041,0.999923,0.999989,1.7964
RSSCN7,Industry,1073.jpg,2.0057,52.30,0.9990,7.5412,7.5414,0.999921,0.999989,2.8512
RSSCN7,Industry,1074.jpg,1.9947,52.34,0.9991,7.6747,7.6749,0.999937,0.999990,1.1093
RSSCN7,Industry,1075.jpg,2.0072,52.64,0.9991,7.5525,7.5528,0.999939,0.999986,1.1656
RSSCN7,Industry,1076.jpg,2.0063,52.86,0.9992,7.5337,7.5339,0.999954,0.999987,0.3669
RSSCN7,Industry,1077.jpg,1.9968,52.55,0.9992,7.6645,7.6649,0.999940,0.999991,0.7890
RSSCN7,Industry,1078.jpg,1.9897,54.05,0.9991,7.1309,7.1314,0.999921,0.999991,1.4166
RSSCN7,Industry,1079.jpg,2.0082,53.55,0.9990,7.1563,7.1565,0.999890,0.999991,0.2807
RSSCN7,Industry,1080.jpg,1.9925,53.81,0.9990,7.0347,7.0352,0.999889,0.999990,1.0553
RSSCN7,Industry,1081.jpg,1.9971,52.32,0.9990,7.5471,7.5472,0.999917,0.999991,1.6829
RSSCN7,Industry,1082.jpg,2.0023,52.32,0.9990,7.5528,7.5530,0.999916,0.999990,1.2716
RSSCN7,Industry,1083.jpg,2.0004,52.40,0.9989,7.4225,7.4226,0.999897,0.999990,2.4607
RSSCN7,Industry,1084.jpg,2.0004,52.27,0.9991,7.5361,7.5364,0.999913,0.999990,0.2108
RSSCN7,Industry,1085.jpg,1.9950,52.31,0.9991,7.6367,7.6371,0.999929,0.999990,1.1723
RSSCN7,Industry,1086.jpg,1.9970,52.30,0.9991,7.5999,7.6001,0.999926,0.999989,1.7267
RSSCN7,Industry,1087.jpg,2.0034,52.56,0.9991,7.5492,7.5494,0.999927,0.999989,1.3504
RSSCN7,Industry,1088.jpg,1.9979,52.98,0.9991,7.5633,7.5636,0.999932,0.999988,1.4953
RSSCN7,Industry,1089.jpg,1.9986,52.29,0.9991,7.5366,7.5369,0.999912,0.999991,1.8623
RSSCN7,Industry,1090.jpg,2.0067,52.24,0.9991,7.5498,7.5499,0.999916,0.999989,2.2415
RSSCN7,Industry,1091.jpg,2.0040,54.61,0.9991,7.1044,7.1046,0.999938,0.999994,0.7491
RSSCN7,Industry,1092.jpg,1.9999,54.10,0.9991,7.0737,7.0743,0.999942,0.999994,1.4143
RSSCN7,Industry,1093.jpg,2.0073,54.86,0.9991,6.7527,6.7540,0.999958,0.999994,3.3035
RSSCN7,Industry,1094.jpg,2.0001,53.80,0.9990,7.2301,7.2307,0.999945,0.999991,1.8311
RSSCN7,Industry,1095.jpg,2.0054,54.90,0.9991,6.7394,6.7403,0.999958,0.999994,1.2311
RSSCN7,Industry,1096.jpg,2.0026,54.34,0.9990,6.8707,6.8720,0.999955,0.999993,1.6364
RSSCN7,Industry,1097.jpg,2.0058,54.54,0.9991,7.1426,7.1429,0.999938,0.999994,0.8538
RSSCN7,Industry,1098.jpg,2.0028,54.79,0.9991,6.9130,6.9134,0.999937,0.999993,2.7424
RSSCN7,Industry,1099.jpg,1.9906,54.30,0.9990,6.9049,6.9057,0.999934,0.999991,1.9995
RSSCN7,Industry,1100.jpg,1.9964,53.95,0.9990,6.9699,6.9704,0.999919,0.999991,3.1788
RSSCN7,Industry,1101.jpg,2.0065,52.00,0.9992,7.6108,7.6110,0.999929,0.999985,1.4335
RSSCN7,Industry,1102.jpg,2.0053,52.07,0.9994,7.6697,7.6700,0.999945,0.999985,0.2058
RSSCN7,Industry,1103.jpg,1.9905,51.95,0.9991,7.5394,7.5400,0.999908,0.999982,1.9302
RSSCN7,Industry,1104.jpg,2.0008,51.89,0.9992,7.4900,7.4902,0.999896,0.999987,0.4486
RSSCN7,Industry,1105.jpg,1.9984,51.92,0.9991,7.5495,7.5497,0.999904,0.999985,1.8902
RSSCN7,Industry,1106.jpg,1.9982,51.82,0.9993,7.6424,7.6427,0.999914,0.999986,0.1016
RSSCN7,Industry,1107.jpg,2.0037,51.91,0.9993,7.4794,7.4797,0.999896,0.999987,3.6138
RSSCN7,Industry,1108.jpg,1.9935,52.36,0.9992,7.5480,7.5482,0.999935,0.999984,2.5402
RSSCN7,Industry,1109.jpg,2.0026,51.99,0.9991,7.5136,7.5137,0.999905,0.999989,1.4255
RSSCN7,Industry,1110.jpg,2.0040,51.95,0.9990,7.3272,7.3274,0.999871,0.999991,2.0978
RSSCN7,Industry,1111.jpg,1.9977,52.09,0.9991,7.4984,7.4987,0.999908,0.999987,1.9226
RSSCN7,Industry,1112.jpg,2.0038,52.57,0.9991,7.2926,7.2928,0.999893,0.999992,2.0641
RSSCN7,Industry,1113.jpg,1.9978,52.29,0.9991,7.2614,7.2615,0.999865,0.999989,1.5953
RSSCN7,Industry,1114.jpg,1.9983,52.05,0.9991,7.4223,7.4225,0.999889,0.999990,1.7573
RSSCN7,Industry,1115.jpg,1.9979,52.03,0.9992,7.5273,7.5275,0.999906,0.999990,1.4041
RSSCN7,Industry,1116.jpg,2.0018,52.69,0.9990,7.2216,7.2220,0.999872,0.999993,3.4731
RSSCN7,Industry,1117.jpg,2.0002,52.46,0.9990,7.3632,7.3634,0.999893,0.999990,1.0637
RSSCN7,Industry,1118.jpg,1.9951,52.57,0.9989,7.3302,7.3306,0.999888,0.999992,0.6737
RSSCN7,Industry,1119.jpg,1.9908,52.78,0.9990,7.3851,7.3854,0.999911,0.999991,1.6771
RSSCN7,Industry,1120.jpg,2.0090,52.62,0.9990,7.4408,7.4411,0.999911,0.999991,1.6153
RSSCN7,Industry,1121.jpg,1.9976,52.25,0.9990,7.4552,7.4555,0.999900,0.999990,2.8503
RSSCN7,Industry,1122.jpg,1.9970,52.83,0.9990,7.4126,7.4131,0.999916,0.999992,2.3449
RSSCN7,Industry,1123.jpg,1.9977,52.41,0.9989,7.2210,7.2212,0.999867,0.999990,1.7129
RSSCN7,Industry,1124.jpg,2.0003,51.85,0.9991,7.3351,7.3353,0.999867,0.999987,2.5061
RSSCN7,Industry,1125.jpg,2.0025,52.70,0.9989,6.8532,6.8535,0.999837,0.999983,4.5392
RSSCN7,Industry,1126.jpg,1.9984,53.10,0.9991,7.0105,7.0107,0.999883,0.999987,3.8443
RSSCN7,Industry,1127.jpg,2.0065,52.37,0.9990,7.2602,7.2605,0.999882,0.999985,2.5370
RSSCN7,Industry,1128.jpg,2.0089,52.21,0.9990,7.3996,7.3999,0.999890,0.999991,1.4365
RSSCN7,Industry,1129.jpg,2.0065,52.30,0.9990,7.4581,7.4584,0.999907,0.999991,1.6407
RSSCN7,Industry,1130.jpg,1.9957,52.34,0.9989,7.3954,7.3959,0.999898,0.999991,1.2994
RSSCN7,Industry,1131.jpg,1.9949,52.07,0.9990,7.3680,7.3682,0.999882,0.999989,3.3761
RSSCN7,Industry,1132.jpg,1.9985,52.26,0.9990,7.2401,7.2403,0.999867,0.999990,1.9919
RSSCN7,Industry,1133.jpg,1.9974,52.06,0.9989,7.4068,7.4071,0.999904,0.999986,1.7446
RSSCN7,Industry,1134.jpg,1.9987,52.05,0.9989,7.4141,7.4143,0.999898,0.999986,1.2601
RSSCN7,Industry,1135.jpg,2.0047,52.09,0.9990,7.5064,7.5067,0.999904,0.999987,0.6163
RSSCN7,Industry,1136.jpg,2.0001,53.52,0.9991,7.2444,7.2446,0.999914,0.999992,1.0102
RSSCN7,Industry,1137.jpg,1.9987,52.31,0.9990,7.4506,7.4507,0.999906,0.999989,3.5269
RSSCN7,Industry,1138.jpg,2.0045,52.01,0.9992,7.8105,7.8106,0.999942,0.999988,0.0641
RSSCN7,Industry,1139.jpg,2.0048,52.12,0.9991,7.7210,7.7213,0.999935,0.999989,1.9719
RSSCN7,Industry,1140.jpg,1.9935,51.95,0.9992,7.7795,7.7799,0.999939,0.999987,2.5930
RSSCN7,Industry,1141.jpg,2.0052,52.43,0.9989,7.2718,7.2720,0.999877,0.999989,1.8561
RSSCN7,Industry,1142.jpg,2.0063,52.29,0.9991,7.5917,7.5918,0.999920,0.999991,0.3972
RSSCN7,Industry,1143.jpg,2.0008,52.43,0.9991,7.6455,7.6456,0.999924,0.999989,0.7944
RSSCN7,Industry,1144.jpg,2.0080,52.26,0.9991,7.6759,7.6759,0.999929,0.999987,1.5138
RSSCN7,Industry,1145.jpg,2.0013,52.06,0.9992,7.5248,7.5252,0.999905,0.999986,1.0127
RSSCN7,Industry,1146.jpg,2.0048,52.19,0.9991,7.6027,7.6030,0.999924,0.999983,2.2725
RSSCN7,Industry,1147.jpg,2.0064,52.08,0.9992,7.7304,7.7308,0.999936,0.999985,0.4493
RSSCN7,Industry,1148.jpg,1.9954,51.92,0.9993,7.7251,7.7253,0.999927,0.999989,3.5715
RSSCN7,Industry,1149.jpg,1.9951,52.09,0.9992,7.6325,7.6326,0.999918,0.999987,1.2448
RSSCN7,Industry,1150.jpg,1.9937,52.57,0.9991,7.6684,7.6687,0.999940,0.999990,1.2217
RSSCN7,Industry,1151.jpg,1.9982,52.55,0.9989,7.2334,7.2336,0.999884,0.999988,0.9644
RSSCN7,Industry,1152.jpg,2.0007,52.94,0.9991,7.2835,7.2840,0.999902,0.999989,1.1865
RSSCN7,Industry,1153.jpg,2.0008,53.12,0.9991,7.4248,7.4252,0.999934,0.999993,1.3014
RSSCN7,Industry,1154.jpg,2.0076,52.22,0.9990,7.3355,7.3355,0.999878,0.999993,1.4819
RSSCN7,Industry,1155.jpg,1.9979,52.73,0.9990,7.2065,7.2070,0.999883,0.999989,2.9748
RSSCN7,Industry,1156.jpg,1.9984,53.36,0.9991,7.1758,7.1760,0.999887,0.999991,3.7715
RSSCN7,Industry,1157.jpg,1.9938,52.41,0.9990,7.2787,7.2789,0.999877,0.999990,2.1535
RSSCN7,Industry,1158.jpg,1.9994,52.59,0.9990,7.3138,7.3140,0.999888,0.999988,2.3225
RSSCN7,Industry,1159.jpg,2.0082,52.69,0.9989,7.2325,7.2328,0.999885,0.999989,1.4759
RSSCN7,Industry,1160.jpg,1.9968,52.42,0.9990,7.2911,7.2914,0.999883,0.999989,3.1672
RSSCN7,Industry,1161.jpg,2.0038,52.61,0.9991,7.5064,7.5066,0.999921,0.999987,0.3859
RSSCN7,Industry,1162.jpg,2.0042,52.77,0.9990,7.4362,7.4364,0.999911,0.999991,2.8750
RSSCN7,Industry,1163.jpg,2.0040,53.45,0.9990,7.4781,7.4784,0.999941,0.999992,4.0126
RSSCN7,Industry,1164.jpg,2.0018,53.80,0.9990,7.0963,7.0968,0.999910,0.999992,0.6455
RSSCN7,Industry,1165.jpg,2.0025,53.55,0.9990,7.2519,7.2520,0.999907,0.999990,2.8654
RSSCN7,Industry,1166.jpg,1.9993,53.32,0.9990,7.2851,7.2853,0.999911,0.999990,1.5767
RSSCN7,Industry,1167.jpg,2.0030,52.68,0.9990,7.1922,7.1925,0.999874,0.999989,2.6195
RSSCN7,Industry,1168.jpg,2.0041,52.57,0.9990,7.3753,7.3759,0.999906,0.999992,0.8595
RSSCN7,Industry,1169.jpg,1.9986,53.80,0.9991,7.2652,7.2658,0.999934,0.999992,1.8835
RSSCN7,Industry,1170.jpg,1.9997,52.34,0.9991,7.5281,7.5283,0.999916,0.999988,2.5707
RSSCN7,Industry,1171.jpg,2.0015,52.41,0.9989,7.2070,7.2072,0.999867,0.999986,1.9117
RSSCN7,Industry,1172.jpg,2.0017,52.69,0.9989,7.2362,7.2365,0.999886,0.999991,2.2906
RSSCN7,Industry,1173.jpg,1.9971,52.70,0.9988,7.2022,7.2024,0.999881,0.999991,0.7274
RSSCN7,Industry,1174.jpg,1.9994,52.49,0.9991,7.0921,7.0924,0.999848,0.999982,3.1112
RSSCN7,Industry,1175.jpg,2.0003,52.12,0.9990,7.1704,7.1707,0.999846,0.999982,0.2071
RSSCN7,Industry,1176.jpg,1.9944,52.82,0.9990,7.2008,7.2012,0.999873,0.999986,1.6320
RSSCN7,Industry,1177.jpg,1.9937,52.37,0.9989,7.2935,7.2939,0.999902,0.999985,1.3170
RSSCN7,Industry,1178.jpg,1.9918,52.64,0.9990,7.3778,7.3780,0.999911,0.999990,2.2151
RSSCN7,Industry,1179.jpg,1.9989,53.43,0.9989,7.2023,7.2027,0.999920,0.999990,0.4964
RSSCN7,Industry,1180.jpg,2.0027,53.73,0.9989,7.1976,7.1981,0.999926,0.999989,2.1166
RSSCN7,Industry,1181.jpg,2.0024,53.70,0.9989,7.2507,7.2511,0.999945,0.999992,1.6276
RSSCN7,Industry,1182.jpg,2.0031,51.87,0.9992,7.3257,7.3260,0.999876,0.999980,1.7816
RSSCN7,Industry,1183.jpg,1.9990,52.29,0.9991,7.0844,7.0846,0.999862,0.999981,2.0237
RSSCN7,Industry,1184.jpg,2.0071,52.08,0.9991,7.4193,7.4195,0.999895,0.999984,1.2557
RSSCN7,Industry,1185.jpg,1.9984,52.16,0.9990,7.1413,7.1416,0.999847,0.999982,1.8408
RSSCN7,Industry,1186.jpg,1.9967,52.03,0.9993,7.7241,7.7246,0.999930,0.999991,1.7466
RSSCN7,Industry,1187.jpg,1.9947,52.15,0.9992,7.6111,7.6115,0.999922,0.999991,1.4919
RSSCN7,Industry,1188.jpg,2.0070,53.09,0.9990,7.4349,7.4351,0.999935,0.999991,2.7621
RSSCN7,Industry,1189.jpg,1.9971,52.88,0.9992,7.5939,7.5941,0.999962,0.999993,3.7748
RSSCN7,Industry,1190.jpg,2.0030,52.80,0.9992,7.5923,7.5929,0.999947,0.999993,0.7087
RSSCN7,Industry,1191.jpg,2.0017,52.90,0.9992,7.6261,7.6267,0.999955,0.999992,0.1286
RSSCN7,Industry,1192.jpg,1.9932,52.19,0.9991,7.5087,7.5089,0.999913,0.999986,0.9881
RSSCN7,Industry,1193.jpg,2.0048,52.12,0.9991,7.3842,7.3845,0.999888,0.999987,2.2777
RSSCN7,Industry,1194.jpg,1.9954,52.54,0.9989,7.2500,7.2501,0.999880,0.999987,2.6317
RSSCN7,Industry,1195.jpg,1.9987,51.96,0.9991,7.3331,7.3337,0.999874,0.999987,0.9438
RSSCN7,Industry,1196.jpg,2.0011,52.11,0.9993,7.7843,7.7843,0.999944,0.999988,2.4096
RSSCN7,Industry,1197.jpg,1.9903,52.06,0.9991,7.6523,7.6527,0.999924,0.999988,0.4052
RSSCN7,Industry,1198.jpg,1.9981,52.58,0.9991,7.5719,7.5725,0.999935,0.999992,2.5226
RSSCN7,Industry,1199.jpg,2.0030,52.35,0.9991,7.5679,7.5680,0.999923,0.999985,1.0125
RSSCN7,Industry,1200.jpg,2.0082,52.36,0.9990,7.3943,7.3946,0.999900,0.999985,2.2083
RSSCN7,Industry,801.jpg,2.0009,53.98,0.9991,7.3607,7.3612,0.999943,0.999992,2.7890
RSSCN7,Industry,802.jpg,1.9992,54.51,0.9992,7.0478,7.0484,0.999978,0.999995,0.5336
RSSCN7,Industry,803.jpg,1.9945,54.77,0.9992,6.8123,6.8128,0.999939,0.999990,1.4897
RSSCN7,Industry,804.jpg,1.9985,53.64,0.9991,7.4239,7.4244,0.999936,0.999992,1.8338
RSSCN7,Industry,805.jpg,2.0027,55.14,0.9993,6.4931,6.4935,0.999895,0.999989,0.2976
RSSCN7,Industry,806.jpg,2.0031,55.64,0.9993,6.4749,6.4750,0.999915,0.999991,2.6188
RSSCN7,Industry,807.jpg,1.9924,55.81,0.9995,6.7804,6.7810,0.999979,0.999997,1.8058
RSSCN7,Industry,808.jpg,2.0039,55.60,0.9994,7.1839,7.1845,0.999947,0.999994,0.5261
RSSCN7,Industry,809.jpg,2.0005,54.73,0.9993,7.3119,7.3122,0.999953,0.999993,1.2694
RSSCN7,Industry,810.jpg,1.9973,52.39,0.9988,7.5348,7.5352,0.999933,0.999988,0.5136
RSSCN7,Industry,811.jpg,2.0001,53.94,0.9992,6.8664,6.8664,0.999899,0.999989,0.6859
RSSCN7,Industry,812.jpg,1.9940,53.32,0.9990,7.4843,7.4845,0.999941,0.999991,2.6977
RSSCN7,Industry,813.jpg,1.9952,53.54,0.9992,7.3034,7.3039,0.999936,0.999992,2.9457
RSSCN7,Industry,814.jpg,1.9967,54.32,0.9993,7.0622,7.0629,0.999945,0.999991,1.8044
RSSCN7,Industry,815.jpg,2.0054,52.74,0.9990,7.2232,7.2233,0.999880,0.999991,3.2087
